asset_id,game_id,entity_id,asset_family,display_name,source_url,source_page_url,source_role,source_title,draft_local_path,template_path,mask_path,roi_ref,match_method,threshold,scale_set,temporal_window,license_note,qa_status
call_of_duty.character_or_operator.johnny_soap_mactavish.8fc1d0f1,call_of_duty,call_of_duty.johnny_soap_mactavish,hero_portrait,"Johnny ""Soap"" MacTavish",https://static.wikia.nocookie.net/callofduty/images/1/14/Soap_Infobox_2023_MWIII.png/revision/latest/smart/width/40/height/30?cb=20231110195214,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.kaori_kitsune_tanaka.5ba18c59,call_of_duty,call_of_duty.kaori_kitsune_tanaka,hero_portrait,"Kaori ""Kitsune"" Tanaka",https://static.wikia.nocookie.net/callofduty/images/d/d3/Kitsune_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121602,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.kapano_naga_vang.a9fbc6d4,call_of_duty,call_of_duty.kapano_naga_vang,hero_portrait,"Kapano ""Naga"" Vang",https://static.wikia.nocookie.net/callofduty/images/3/3e/Naga_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121618,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.karla_rivas.d67ab221,call_of_duty,call_of_duty.karla_rivas,hero_portrait,Karla Rivas,https://static.wikia.nocookie.net/callofduty/images/3/35/Rivas_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121733,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.khaled_al.5981c0ba,call_of_duty,call_of_duty.khaled_al,hero_portrait,Khaled Al,https://static.wikia.nocookie.net/callofduty/images/b/b7/Khaled_Infobox_MW.png/revision/latest/smart/width/40/height/30?cb=20201108185805,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.kim_tae_young.c4813ede,call_of_duty,call_of_duty.kim_tae_young,hero_portrait,Kim Tae Young,https://static.wikia.nocookie.net/callofduty/images/0/0b/Tae_Young_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223140022,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.kwan_song.66d4923c,call_of_duty,call_of_duty.kwan_song,hero_portrait,Kwan Song,https://static.wikia.nocookie.net/callofduty/images/4/46/Song_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121832,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.kyle_gaz_garrick.7176fa71,call_of_duty,call_of_duty.kyle_gaz_garrick,hero_portrait,"Kyle ""Gaz"" Garrick",https://static.wikia.nocookie.net/callofduty/images/a/a3/KyleGarrick_Infobox_MWIII.png/revision/latest/smart/width/40/height/30?cb=20240112041647,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.lawrence_sims.1a5d361e,call_of_duty,call_of_duty.lawrence_sims,hero_portrait,Lawrence Sims,https://static.wikia.nocookie.net/callofduty/images/1/1c/Sims_Operator_Default_BO6.png/revision/latest/smart/width/40/height/30?cb=20250807163211,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.lewis_howard.f1bb78ee,call_of_duty,call_of_duty.lewis_howard,hero_portrait,Lewis Howard,https://static.wikia.nocookie.net/callofduty/images/c/c8/Lewis_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141202,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.lucas_riggs.cebbef77,call_of_duty,call_of_duty.lucas_riggs,hero_portrait,Lucas Riggs,https://static.wikia.nocookie.net/callofduty/images/0/0a/LucasRiggs_Infobox_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223152300,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.mace.c4a53250,call_of_duty,call_of_duty.mace,hero_portrait,Mace,https://static.wikia.nocookie.net/callofduty/images/a/a5/Mace_Operator_Default_MWII.png/revision/latest/smart/width/40/height/30?cb=20240512085738,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.mara.59f8c5ed,call_of_duty,call_of_duty.mara,hero_portrait,Mara,https://static.wikia.nocookie.net/callofduty/images/c/ce/Mara_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163642,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.marcus_lerch_ortega.dc0f6825,call_of_duty,call_of_duty.marcus_lerch_ortega,hero_portrait,"Marcus ""Lerch"" Ortega",https://static.wikia.nocookie.net/callofduty/images/a/ae/Lerch_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163155,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.marcus_griggs.a7286d9f,call_of_duty,call_of_duty.marcus_griggs,hero_portrait,Marcus Griggs,https://static.wikia.nocookie.net/callofduty/images/4/47/Griggs_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163434,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.alex_mason.161f8be7,call_of_duty,call_of_duty.alex_mason,hero_portrait,Alex Mason,https://static.wikia.nocookie.net/callofduty/images/c/c0/Alex_Mason_Infobox_1986_BOII.png/revision/latest/smart/width/40/height/30?cb=20231213181030,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.mateo_hernandez.8de0805b,call_of_duty,call_of_duty.mateo_hernandez,hero_portrait,Mateo Hernandez,https://static.wikia.nocookie.net/callofduty/images/a/a3/Mateo_Hernandez.png/revision/latest/smart/width/40/height/30?cb=20211106171253,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.maxim_minotaur_bale.af36eee6,call_of_duty,call_of_duty.maxim_minotaur_bale,hero_portrait,"Maxim ""Minotaur"" Bale",https://static.wikia.nocookie.net/callofduty/images/b/b9/Minotaur_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163139,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.maxim_antonov.00e38de4,call_of_duty,call_of_duty.maxim_antonov,hero_portrait,Maxim Antonov,https://static.wikia.nocookie.net/callofduty/images/1/17/Antonov_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121622,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.mendo_garcia.77e13d05,call_of_duty,call_of_duty.mendo_garcia,hero_portrait,Mendo Garcia,https://static.wikia.nocookie.net/callofduty/images/c/c7/Garcia_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121651,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.mil.12d1ef71,call_of_duty,call_of_duty.mil,hero_portrait,Mil,https://static.wikia.nocookie.net/callofduty/images/8/8c/MilSim_Coalition_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163827,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.nikodim_rodion_egorov.22560f4f,call_of_duty,call_of_duty.nikodim_rodion_egorov,hero_portrait,"Nikodim ""Rodion"" Egorov",https://static.wikia.nocookie.net/callofduty/images/4/47/Rodion_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163124,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.nikolai_reboot.a4595010,call_of_duty,call_of_duty.nikolai_reboot,hero_portrait,Nikolai (Reboot),https://static.wikia.nocookie.net/callofduty/images/5/53/Nikolai_Infobox_MWIII.png/revision/latest/smart/width/40/height/30?cb=20231104194805,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.nikto.3ecaae84,call_of_duty,call_of_duty.nikto,hero_portrait,Nikto,https://static.wikia.nocookie.net/callofduty/images/f/f4/Nikto_Operator_Default_MWII.png/revision/latest/smart/width/40/height/30?cb=20240512090335,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.owethu_jackal_mabuza.bf0ca4dc,call_of_duty,call_of_duty.owethu_jackal_mabuza,hero_portrait,"Owethu ""Jackal"" Mabuza",https://static.wikia.nocookie.net/callofduty/images/1/1d/Jackal_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121603,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.padmavati_balan.2e0a1c91,call_of_duty,call_of_duty.padmavati_balan,hero_portrait,Padmavati Balan,https://static.wikia.nocookie.net/callofduty/images/4/42/Padmavati_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141350,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.polina_petrova.b73840fe,call_of_duty,call_of_duty.polina_petrova,hero_portrait,Polina Petrova,https://static.wikia.nocookie.net/callofduty/images/7/78/PolinaPetrova_Promo_CODV.jpg/revision/latest/smart/width/40/height/30?cb=20210819213343,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.raul_menendez.11bfa47e,call_of_duty,call_of_duty.raul_menendez,hero_portrait,Raul Menendez,https://static.wikia.nocookie.net/callofduty/images/6/65/Raul_Menendez_BO7.png/revision/latest/smart/width/40/height/30?cb=20250819193332,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.roland_zeimet.82e4b12f,call_of_duty,call_of_duty.roland_zeimet,hero_portrait,Roland Zeimet,https://static.wikia.nocookie.net/callofduty/images/8/83/Roland_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141317,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.roman_knight_gray.bb41e519,call_of_duty,call_of_duty.roman_knight_gray,hero_portrait,"Roman ""Knight"" Gray",https://static.wikia.nocookie.net/callofduty/images/e/e9/Knight_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121635,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.rozlin_roze_helms.befd4c7c,call_of_duty,call_of_duty.rozlin_roze_helms,hero_portrait,"Rozlin ""Roze"" Helms",https://static.wikia.nocookie.net/callofduty/images/c/c4/Roze_Operator_Default_MWII.png/revision/latest/smart/width/40/height/30?cb=20240512085551,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.russell_adler.dea0b25e,call_of_duty,call_of_duty.russell_adler,hero_portrait,Russell Adler,https://static.wikia.nocookie.net/callofduty/images/8/81/RussellAdler_BO6.png/revision/latest/smart/width/40/height/30?cb=20241025045652,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.samantha_maxis.7612a022,call_of_duty,call_of_duty.samantha_maxis,hero_portrait,Samantha Maxis,https://static.wikia.nocookie.net/callofduty/images/1/1f/SamanthaMaxis_HUD_Outbreak_Zombies_BOCW.png/revision/latest/smart/width/40/height/30?cb=20210524122528,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.sebastian_krueger_modern_warfare.f94ead2e,call_of_duty,call_of_duty.sebastian_krueger_modern_warfare,hero_portrait,Sebastian Krueger (Modern Warfare),https://static.wikia.nocookie.net/callofduty/images/f/fb/Krueger_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163916,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.sebastian_vargas.6de53fe7,call_of_duty,call_of_duty.sebastian_vargas,hero_portrait,Sebastian Vargas,https://static.wikia.nocookie.net/callofduty/images/5/52/Vargas_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121655,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.sergio_morte_sulla.805bf3a1,call_of_duty,call_of_duty.sergio_morte_sulla,hero_portrait,"Sergio ""Morte"" Sulla",https://static.wikia.nocookie.net/callofduty/images/1/1c/Morte_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163601,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.shane_sparks.f35f50a9,call_of_duty,call_of_duty.shane_sparks,hero_portrait,Shane Sparks,https://static.wikia.nocookie.net/callofduty/images/c/cb/Sparks_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163531,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.shigenori_ota.ac3334a7,call_of_duty,call_of_duty.shigenori_ota,hero_portrait,Shigenori Ota,https://static.wikia.nocookie.net/callofduty/images/d/d4/Shigenori_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141303,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.simon_ghost_riley_reboot.80da44d4,call_of_duty,call_of_duty.simon_ghost_riley_reboot,hero_portrait,"Simon ""Ghost"" Riley (Reboot)",https://static.wikia.nocookie.net/callofduty/images/b/b4/Ghost_Infobox_2023_MWIII.png/revision/latest/smart/width/40/height/30?cb=20231118184755,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.snoop_dogg.86e645ea,call_of_duty,call_of_duty.snoop_dogg,hero_portrait,Snoop Dogg,https://static.wikia.nocookie.net/callofduty/images/1/10/Snoop_Dogg_Operator_Default_MWII.png/revision/latest/smart/width/40/height/30?cb=20240512090416,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.solange_hardewijk.73af8bf3,call_of_duty,call_of_duty.solange_hardewijk,hero_portrait,Solange Hardewijk,https://static.wikia.nocookie.net/callofduty/images/f/f0/Solange_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141251,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.sydney_syd.fca873a0,call_of_duty,call_of_duty.sydney_syd,hero_portrait,"Sydney ""Syd""",https://static.wikia.nocookie.net/callofduty/images/e/e2/Syd_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163052,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.talon_operator.247b9cd9,call_of_duty,call_of_duty.talon_operator,hero_portrait,Talon (Operator),https://static.wikia.nocookie.net/callofduty/images/f/fb/Talon_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163728,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.terrell_wolf.8c2a5898,call_of_duty,call_of_duty.terrell_wolf,hero_portrait,Terrell Wolf,https://static.wikia.nocookie.net/callofduty/images/a/a0/Wolf_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121803,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.thomas_bolt.928fb792,call_of_duty,call_of_duty.thomas_bolt,hero_portrait,Thomas Bolt,https://static.wikia.nocookie.net/callofduty/images/e/e2/Thomas_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223135910,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.velikan.398b708b,call_of_duty,call_of_duty.velikan,hero_portrait,Velikan,https://static.wikia.nocookie.net/callofduty/images/c/c2/Velikan_Operator_Default_MWII.png/revision/latest/smart/width/40/height/30?cb=20240512090437,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.vikhor_stitch_kuzmin.94f995cc,call_of_duty,call_of_duty.vikhor_stitch_kuzmin,hero_portrait,"Vikhor ""Stitch"" Kuzmin",https://static.wikia.nocookie.net/callofduty/images/8/86/Stitch_Operator_Default_BO6.png/revision/latest/smart/width/40/height/30?cb=20250529164210,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.viktor_zane_metiko.a217a388,call_of_duty,call_of_duty.viktor_zane_metiko,hero_portrait,"Viktor ""Zane"" Metiko",https://static.wikia.nocookie.net/callofduty/images/d/df/Zane_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163306,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.wade_jackson.68cd4970,call_of_duty,call_of_duty.wade_jackson,hero_portrait,Wade Jackson,https://static.wikia.nocookie.net/callofduty/images/0/05/WadeJackson_Promo_CODV.png/revision/latest/smart/width/40/height/30?cb=20210820092009,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
