anchor_ambiguity_type,anchor_ambiguous,anchor_source,artwork_like,asset_family,badge_like,binding_key,candidate_id,candidate_quality,display_name,fetch_status,generic_page_art,hard_reject,icon_like,license_note,logo_like,map_like,master_path,normalized_name,notes,paragraph_referential,portrait_like,prose_like,quality_reasons,quality_score,raw_label,reject_reasons,section_heading,source_kind,source_page_url,source_role,source_title,source_url
,False,,False,hero_portrait,False,he_seraph_zhen_zhen,candidate_428841130763,high,"He ""Seraph"" Zhen-Zhen",downloaded,False,False,True,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/he_seraph_zhen_zhen-130763.png,he_seraph_zhen_zhen,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,"He ""Seraph"" Zhen-Zhen",[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/1/14/Seraph_menu_icon_BO3.png/revision/latest/smart/width/40/height/30?cb=20160205173627
,False,,False,hero_portrait,False,helen_park,candidate_bb058a6c16a6,high,Helen Park,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/helen_park-6c16a6.png,helen_park,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Helen Park,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/a/a9/HelenPark_BO6.png/revision/latest/smart/width/40/height/30?cb=20241101032709
,False,,False,hero_portrait,False,ikenna_olowe,candidate_415da6f99477,high,Ikenna Olowe,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/ikenna_olowe-f99477.png,ikenna_olowe,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Ikenna Olowe,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/4/45/Ikenna_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141124
,False,,False,hero_portrait,False,ingo_beck,candidate_b919e9cdf194,high,Ingo Beck,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/ingo_beck-cdf194.png,ingo_beck,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Ingo Beck,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/d/d4/Beck_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121650
,False,,False,hero_portrait,False,isabella_reyes,candidate_05eb43b396c1,high,Isabella Reyes,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/isabella_reyes-b396c1.png,isabella_reyes,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Isabella Reyes,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/f/f9/Isabella_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141204
,False,,False,hero_portrait,False,iskra,candidate_00d099e0ba41,high,Iskra,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/iskra-e0ba41.png,iskra,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Iskra,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/5/52/Iskra_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163249
,False,,False,hero_portrait,False,jabari_salah,candidate_25b8df261cc9,high,Jabari Salah,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/jabari_salah-261cc9.png,jabari_salah,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Jabari Salah,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/f/fd/Salah_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121713
,False,,False,hero_portrait,False,jackson_wyatt,candidate_c327dde5628b,high,Jackson Wyatt,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/jackson_wyatt-e5628b.png,jackson_wyatt,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Jackson Wyatt,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/b/b6/Wyatt_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163627
,False,,False,hero_portrait,False,jacob_thorne,candidate_5bdbbb1c5a08,high,Jacob Thorne,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/jacob_thorne-1c5a08.png,jacob_thorne,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Jacob Thorne,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/c/cd/Thorne_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163813
,False,,False,hero_portrait,False,jada_powers,candidate_46e613a4ded6,high,Jada Powers,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/jada_powers-a4ded6.png,jada_powers,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Jada Powers,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/0/05/Powers_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121654
,False,,False,hero_portrait,False,jason_hudson,candidate_e94ec759ac65,high,Jason Hudson,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/jason_hudson-59ac65.png,jason_hudson,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Jason Hudson,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/9/9c/JasonHudson_RevealTrailer_BOCW.png/revision/latest/smart/width/40/height/30?cb=20200826203728
,False,,False,hero_portrait,False,jason_hunter,candidate_af68347f13e2,high,Jason Hunter,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/jason_hunter-7f13e2.png,jason_hunter,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Jason Hunter,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/a/a8/Hunter_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121833
,False,,False,hero_portrait,False,john_baker,candidate_496a607a6c0e,high,John Baker,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/john_baker-7a6c0e.png,john_baker,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,John Baker,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/f/f2/Baker_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121830
,False,,False,hero_portrait,False,john_mcclane,candidate_6444e40d4751,high,John McClane,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/john_mcclane-0d4751.png,john_mcclane,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,John McClane,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/6/61/McClane_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121729
,False,,False,hero_portrait,False,john_price_reboot,candidate_c3750195a90e,high,John Price (Reboot),downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/john_price_reboot-95a90e.png,john_price_reboot,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,John Price (Reboot),[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/e/e4/JohnPrice_Infobox_MWIII.png/revision/latest/smart/width/40/height/30?cb=20240112040220
,False,,False,hero_portrait,False,john_rambo,candidate_6d17b684a70e,high,John Rambo,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/john_rambo-84a70e.png,john_rambo,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,John Rambo,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/d/d6/Rambo_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121728
,False,,False,hero_portrait,False,johnny_soap_mactavish,candidate_4e4120fe2480,high,"Johnny ""Soap"" MacTavish",downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/johnny_soap_mactavish-fe2480.png,johnny_soap_mactavish,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,"Johnny ""Soap"" MacTavish",[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/1/14/Soap_Infobox_2023_MWIII.png/revision/latest/smart/width/40/height/30?cb=20231110195214
,False,,False,hero_portrait,False,kaori_kitsune_tanaka,candidate_146d84dc222d,high,"Kaori ""Kitsune"" Tanaka",downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/kaori_kitsune_tanaka-dc222d.png,kaori_kitsune_tanaka,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,"Kaori ""Kitsune"" Tanaka",[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/d/d3/Kitsune_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121602
,False,,False,hero_portrait,False,kapano_naga_vang,candidate_856e666f172c,high,"Kapano ""Naga"" Vang",downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/kapano_naga_vang-6f172c.png,kapano_naga_vang,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,"Kapano ""Naga"" Vang",[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/3/3e/Naga_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121618
,False,,False,hero_portrait,False,karla_rivas,candidate_17badef03966,high,Karla Rivas,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/karla_rivas-f03966.png,karla_rivas,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Karla Rivas,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/3/35/Rivas_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121733
,False,,False,hero_portrait,False,kim_tae_young,candidate_ddbb3c23bcd5,high,Kim Tae Young,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/kim_tae_young-23bcd5.png,kim_tae_young,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Kim Tae Young,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/0/0b/Tae_Young_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223140022
,False,,False,hero_portrait,False,kwan_song,candidate_a206e6073b03,high,Kwan Song,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/kwan_song-073b03.png,kwan_song,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Kwan Song,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/4/46/Song_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121832
,False,,False,hero_portrait,False,kyle_gaz_garrick,candidate_28125ba01050,high,"Kyle ""Gaz"" Garrick",downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/kyle_gaz_garrick-a01050.png,kyle_gaz_garrick,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,"Kyle ""Gaz"" Garrick",[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/a/a3/KyleGarrick_Infobox_MWIII.png/revision/latest/smart/width/40/height/30?cb=20240112041647
,False,,False,hero_portrait,False,lawrence_sims,candidate_57884a536b88,high,Lawrence Sims,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/lawrence_sims-536b88.png,lawrence_sims,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Lawrence Sims,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/1/1c/Sims_Operator_Default_BO6.png/revision/latest/smart/width/40/height/30?cb=20250807163211
,False,,False,hero_portrait,False,lewis_howard,candidate_817a28e68574,high,Lewis Howard,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/lewis_howard-e68574.png,lewis_howard,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Lewis Howard,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/c/c8/Lewis_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141202
,False,,False,hero_portrait,False,lucas_riggs,candidate_5f3de40fbd77,high,Lucas Riggs,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/lucas_riggs-0fbd77.png,lucas_riggs,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Lucas Riggs,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/0/0a/LucasRiggs_Infobox_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223152300
,False,,False,hero_portrait,False,mace,candidate_ae033fcd924a,high,Mace,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/mace-cd924a.png,mace,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Mace,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/a/a5/Mace_Operator_Default_MWII.png/revision/latest/smart/width/40/height/30?cb=20240512085738
,False,,False,hero_portrait,False,mara,candidate_81fb577e47ec,high,Mara,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/mara-7e47ec.png,mara,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Mara,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/c/ce/Mara_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163642
,False,,False,hero_portrait,False,marcus_lerch_ortega,candidate_91e5b293524a,high,"Marcus ""Lerch"" Ortega",downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/marcus_lerch_ortega-93524a.png,marcus_lerch_ortega,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,"Marcus ""Lerch"" Ortega",[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/a/ae/Lerch_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163155
,False,,False,hero_portrait,False,marcus_griggs,candidate_7179b7319be0,high,Marcus Griggs,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/marcus_griggs-319be0.png,marcus_griggs,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Marcus Griggs,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/4/47/Griggs_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163434
,False,,False,hero_portrait,False,alex_mason,candidate_ca52f1d3aa03,high,Alex Mason,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/alex_mason-d3aa03.png,alex_mason,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Alex Mason,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/c/c0/Alex_Mason_Infobox_1986_BOII.png/revision/latest/smart/width/40/height/30?cb=20231213181030
,False,,False,hero_portrait,False,mateo_hernandez,candidate_9a40796cc4ec,high,Mateo Hernandez,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/mateo_hernandez-6cc4ec.png,mateo_hernandez,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Mateo Hernandez,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/a/a3/Mateo_Hernandez.png/revision/latest/smart/width/40/height/30?cb=20211106171253
,False,,False,hero_portrait,False,maxim_minotaur_bale,candidate_7e035e7bb717,high,"Maxim ""Minotaur"" Bale",downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/maxim_minotaur_bale-7bb717.png,maxim_minotaur_bale,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,"Maxim ""Minotaur"" Bale",[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/b/b9/Minotaur_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163139
,False,,False,hero_portrait,False,maxim_antonov,candidate_c10972ca21c0,high,Maxim Antonov,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/maxim_antonov-ca21c0.png,maxim_antonov,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Maxim Antonov,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/1/17/Antonov_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121622
